"ID","Judge1","Judge2","Judge3","Judge4","Mean.Rating","concat","clean_text","loa","mr_scaled","loa_scaled","cluster_km","cluster_hc"
"45647",2,1,3,2,2,"seventy seven minus one hundred equals thirteen one plus twelve equals thirteen one plus ten plus twenty minus eight equals thirteen five plus eight plus twelve minus twelve equals thirteen thirteen times one equals thirteen twenty minus seven equals thirteen","seventi seven minu one hundr equal thirteen one plu twelv equal thirteen one plu ten plu twenti minu eight equal thirteen five plu eight plu twelv minu twelv equal thirteen thirteen time one equal thirteen twenti minu seven equal thirteen",0.816496580927726,-0.175610483820528,-0.154960019453277,4,3
"45797",2,1,1,1,1.25,"five plus ten minus two","five plu ten minu two",0.5,-1.16146339794171,-0.936729440525739,2,4
"45798",4,1,1,1,1.75,"one plus three equals thirteen","one plu three equal thirteen",1.5,-0.504228121860922,1.53334280727205,4,2
"46310",4,3,5,3,3.75,"open bracket twocubed close bracket a minus three a equals two","open bracket twocub close bracket a minu three a equal two",0.957427107756338,2.12471298246223,0.193148563733599,1,1
"53856",3,1,3,5,3,"in both questions there is an odd and an even so you already know its an odd number . now getting the answer is easy but toy have to go through the process . first plus five and eight second minus two from fifteen . done","in both question there is an odd and an even so you alreadi know it an odd number now get the answer is easi but toy have to go through the process first plu five and eight second minu two from fifteen done",1.63299316185545,1.13886006834105,1.86184552551808,3,2
"53988",3,2,2,2,2.25,"fifty plus five minus thirty minus eight minus four equals thirteen","fifti plu five minu thirti minu eight minu four equal thirteen",0.5,0.153007154219866,-0.936729440525739,1,1
"54070",3,2,4,3,3,"seven times seven minus thirteen divided by six plus seven","seven time seven minu thirteen divid by six plu seven",0.816496580927726,1.13886006834105,-0.154960019453277,1,1
"54078",4,3,4,5,4,"there are two apples that have fallen from a tree suddenly ten more fall on the ground then a possum comes along and eats five another six fall from the tree how many apples are on the ground","there are two appl that have fallen from a tree suddenli ten more fall on the ground then a possum come along and eat five anoth six fall from the tree how mani appl are on the ground",0.816496580927726,2.45333062050262,-0.154960019453277,1,2
"54119",3,1,1.66666666666667,1,1.66666666666667,"one hundred twenty three million four hundred fifty six thousand seven hundred eighty nine plus ninety eight million seven hundred sixty five thousand four hundred thirty two times divided by three minus seventy eight thousand nine hundred ten equals five hundred sixty four million seven hundred thirty eight thousand two hundred ninety one","one hundr twenti three million four hundr fifti six thousand seven hundr eighti nine plu nineti eight million seven hundr sixti five thousand four hundr thirti two time divid by three minu seventi eight thousand nine hundr ten equal five hundr sixti four million seven hundr thirti eight thousand two hundr nineti one",0.942809041582063,-0.613767334541053,0.157040884160051,4,3
"54299",4,2,4,5,3.75,"sam went to the shop and bought twenty three lollies  on his way back from the shop he dropped three lost five and ate two . how many does he have now ?","sam went to the shop and bought twenti three lolli on hi way back from the shop he drop three lost five and ate two how mani doe he have now",1.25830573921179,2.12471298246223,0.936340521247093,3,2
"54331",3,2,3,1,2.25,"four to the power of four minus three .","four to the power of four minu three",0.957427107756338,0.153007154219866,0.193148563733599,4,3
"54593",2,1,2,2,1.75,"twenty one minus ten times two minus nine equals thirteen one times eight times two minus three equals thirteen fifteen plus five minus seven equals thirteen","twenti one minu ten time two minu nine equal thirteen one time eight time two minu three equal thirteen fifteen plu five minu seven equal thirteen",0.5,-0.504228121860922,-0.936729440525739,2,4
"54598",2,1,2,1,1.5,"one times thirteen twenty one minus eight thirty four minus twenty one two times six plus one fifteen minus one minus one thirteen times zero plus thirteen","one time thirteen twenti one minu eight thirti four minu twenti one two time six plu one fifteen minu one minu one thirteen time zero plu thirteen",0.577350269189626,-0.832845759901315,-0.745668687240757,2,4
"54600",2,1,1,2,1.5,"six times three minus five","six time three minu five",0.577350269189626,-0.832845759901315,-0.745668687240757,2,4
"54607",2,1,2,1,1.5,"six plus seven equals thirteen fifty seven minus forty four equals thirteen one hundred fifty six minus one hundred forty three","six plu seven equal thirteen fifti seven minu forti four equal thirteen one hundr fifti six minu one hundr forti three",0.577350269189626,-0.832845759901315,-0.745668687240757,2,4
"54678",2,1,1,2,1.5,"four multiplied by three plus one","four multipli by three plu one",0.577350269189626,-0.832845759901315,-0.745668687240757,2,4
"54897",3,2,1,2,2,"five minus three plus two minus one plus eleven minus two plus one","five minu three plu two minu one plu eleven minu two plu one",0.816496580927726,-0.175610483820528,-0.154960019453277,4,3
"55243",4,2,3,3,3,"thirteen divided by two equals six . fifty divided by two equals three . twenty five times six equals nineteen . fifty divided by two equals nine . seventy five plus . twenty five equals ten plus three equals thirteen","thirteen divid by two equal six fifti divid by two equal three twenti five time six equal nineteen fifti divid by two equal nine seventi five plu twenti five equal ten plu three equal thirteen",0.816496580927726,1.13886006834105,-0.154960019453277,1,1
"55244",3,2,2.66666666666667,3,2.66666666666667,"three times ten divided by two plus fourteen or eighteen plus six minus thirteen times two plus seven eighteen to the power of two minus twelve to th","three time ten divid by two plu fourteen or eighteen plu six minu thirteen time two plu seven eighteen to the power of two minu twelv to th",0.471404520791032,0.700703217620522,-1.00736234013229,1,1
"55484",3,1,1,1,1.5,"open bracket one plus one plus one plus one plus one plus one close bracket times two plus one","open bracket one plu one plu one plu one plu one plu one close bracket time two plu one",1,-0.832845759901315,0.298306683373154,4,3
"56840",3,2,2,3,2.5,"twenty three minus fourteen plus one times twenty divided by twenty plus twenty two minus ten plus twelve minus twenty minus three plus one equals thirteen","twenti three minu fourteen plu one time twenti divid by twenti plu twenti two minu ten plu twelv minu twenti minu three plu one equal thirteen",0.577350269189626,0.481624792260259,-0.745668687240757,1,1
"56841",3,3,4,4,3.5,"there were six people on sitting on a bus . each person had three oranges . three people ate one of their oranges . one person received two extra oranges but then ate one of her origil oranges . two people ate two of their own oranges","there were six peopl on sit on a bu each person had three orang three peopl ate one of their orang one person receiv two extra orang but then ate one of her origil orang two peopl ate two of their own orang",0.577350269189626,1.79609534442183,-0.745668687240757,1,1
"56873",3,2,1,2,2,"what is ten plus four plus one minus nine plus seven","what is ten plu four plu one minu nine plu seven",0.816496580927726,-0.175610483820528,-0.154960019453277,4,3
"56889",3,1,1,2,1.75,"one hundred seventeen divided by by nine equals thirteen","one hundr seventeen divid by by nine equal thirteen",0.957427107756338,-0.504228121860922,0.193148563733599,4,3
"56909",3,2,2,3,2.5,"one plus thirteen minus one times two diveded by four equals six five times two equals thirteen","one plu thirteen minu one time two dived by four equal six five time two equal thirteen",0.577350269189626,0.481624792260259,-0.745668687240757,1,1
"56965",3,2,2,2,2.25,"two times twelve minus six plus two minus seven","two time twelv minu six plu two minu seven",0.5,0.153007154219866,-0.936729440525739,1,1
"56966",3,1,1,2,1.75,"twenty plus twenty equals forty minus twenty two equals eighteen minus five equals thirteen","twenti plu twenti equal forti minu twenti two equal eighteen minu five equal thirteen",0.957427107756338,-0.504228121860922,0.193148563733599,4,3
"57297",3,1,1,1,1.5,"thirteen plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero minus thirteen plus two plus eleven","thirteen plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero minu thirteen plu two plu eleven",1,-0.832845759901315,0.298306683373154,4,3
"57313",3,3,2,2,2.5,"four hundred twenty minus sixty nine divide twenty minus four . fifty five","four hundr twenti minu sixti nine divid twenti minu four fifti five",0.577350269189626,0.481624792260259,-0.745668687240757,1,1
"57337",1.33333333333333,1,1,2,1.33333333333333,"ten minus five plus five minus one plus four equals thirteen","ten minu five plu five minu one plu four equal thirteen",0.471404520791032,-1.05192418526158,-1.00736234013229,2,4
"57533",5,6,6,6,5.75,"what two digit number lies between zero and twenty   it ' s two sepearte digits add to four   it is a prime number   it is half the amount of four multiplied by the next consecutive even number after four and is commonly associated with bad luck ?","what two digit number lie between zero and twenti it s two sepeart digit add to four it is a prime number it is half the amount of four multipli by the next consecut even number after four and is commonli associ with bad luck",0.5,4.75365408678538,-0.936729440525739,1,2
"57648",3,1,2,2,2,"six x plus one equals thirteen open bracket three times four close bracket plus one equals thirteen","six x plu one equal thirteen open bracket three time four close bracket plu one equal thirteen",0.816496580927726,-0.175610483820528,-0.154960019453277,4,3
"57706",4,1,2,1,2,"one point two e plus 60 minus one point two e plus 60","one point two e plu 60 minu one point two e plu 60",1.4142135623731,-0.175610483820528,1.32144410845239,4,2
"57725",3,1,2,2,2,"five times three minus two plus seventeen times sixty one divided by eighty fivexnine equals","five time three minu two plu seventeen time sixti one divid by eighti fivexnin equal",0.816496580927726,-0.175610483820528,-0.154960019453277,4,3
"57851",3,1,1,4,2.25,"five cows plus eight calves equals thirteen","five cow plu eight calv equal thirteen",1.5,0.153007154219866,1.53334280727205,4,2
"57864",3,1,1,2,1.75,"three plus three plus nine plus five minus two minus five equals thirteen","three plu three plu nine plu five minu two minu five equal thirteen",0.957427107756338,-0.504228121860922,0.193148563733599,4,3
"57966",2,1,1,2,1.5,"four plus five plus three plus two minus one","four plu five plu three plu two minu one",0.577350269189626,-0.832845759901315,-0.745668687240757,2,4
"57972",2,1,2,1,1.5,"zero plus thirteen   one plus twelve   two plus eleven   three plus ten   four plus nine   five plus eight   six plus seven","zero plu thirteen one plu twelv two plu eleven three plu ten four plu nine five plu eight six plu seven",0.577350269189626,-0.832845759901315,-0.745668687240757,2,4
"58168",3,2,3,2,2.5,"two open bracket six point five plus two close bracket minus four equals thirteen","two open bracket six point five plu two close bracket minu four equal thirteen",0.577350269189626,0.481624792260259,-0.745668687240757,1,1
"58234",3,2,3,3,2.75,"thirteen minus one plus two minus four plus open bracket eight divided by four close bracket plus one equals thirteen","thirteen minu one plu two minu four plu open bracket eight divid by four close bracket plu one equal thirteen",0.5,0.810242430300653,-0.936729440525739,1,1
"58376",2,2,2,2,2,"open bracket five minus four close bracket plus ten minus one plus three equals thirteen factorial","open bracket five minu four close bracket plu ten minu one plu three equal thirteen factori",0,-0.175610483820528,-2.17176556442463,2,4
"58518",2,2,2,1,1.75,"six point five times six point  five","six point five time six point five",0.5,-0.504228121860922,-0.936729440525739,2,4
"58653",4,4,6,6,5,"if jack ran twelve kilometres  john ran seventeen and lachie ran ten . what is the average of the three distances ?","if jack ran twelv kilometr john ran seventeen and lachi ran ten what is the averag of the three distanc",1.15470053837925,3.7678011726642,0.680428189943119,3,2
"58654",3,1,1,3,2,"thirteen plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero plus zero minus zero plus thirteen minus thirteen plus zero equals thirteen","thirteen plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero plu zero minu zero plu thirteen minu thirteen plu zero equal thirteen",1.15470053837925,-0.175610483820528,0.680428189943119,4,3
"59025",2,2,1,1,1.5,"one hundred divided by four equals twenty five minus three","one hundr divid by four equal twenti five minu three",0.577350269189626,-0.832845759901315,-0.745668687240757,2,4
"59247",2,1,1,1,1.25,"five plus two plus three plus three equals thirteen","five plu two plu three plu three equal thirteen",0.5,-1.16146339794171,-0.936729440525739,2,4
"59604",3,3,4,4,3.5,"four factorial divided by two plus one","four factori divid by two plu one",0.577350269189626,1.79609534442183,-0.745668687240757,1,1
"59618",3,1,3,2,2.25,"open bracket two plus five close bracket times two minus two","open bracket two plu five close bracket time two minu two",0.957427107756338,0.153007154219866,0.193148563733599,4,3
"59654",3,3,2,3,2.75,"twox to the power of two divided by four minus twenty . five then take the square root add five","twox to the power of two divid by four minu twenti five then take the squar root add five",0.5,0.810242430300653,-0.936729440525739,1,1
"59727",2,1,1,1,1.25,"twenty minus seven equals thirteen one plus twelve equals thirteen one hundred minus eighty seven equals thirteen","twenti minu seven equal thirteen one plu twelv equal thirteen one hundr minu eighti seven equal thirteen",0.5,-1.16146339794171,-0.936729440525739,2,4
"59896",3,1,2,3,2.25,"one plus one plus one plus one plus one plus one plus one plus one plus one plus one plus one plus one plus one times thirteen divided by by thirteen","one plu one plu one plu one plu one plu one plu one plu one plu one plu one plu one plu one plu one time thirteen divid by by thirteen",0.957427107756338,0.153007154219866,0.193148563733599,4,3
"60221",3,1,2.33333333333333,3,2.33333333333333,"twenty one minus twenty plus sixteen times two minus twenty one equals","twenti one minu twenti plu sixteen time two minu twenti one equal",0.942809041582063,0.262546366899997,0.157040884160051,4,3
"60293",3,1,2,2,2,"nine plus nine equals eighteen minus five equals thirteen","nine plu nine equal eighteen minu five equal thirteen",0.816496580927726,-0.175610483820528,-0.154960019453277,4,3
"60495",3,1,2,2,2,"two times three equals six plus open bracket three times two plus one close bracket","two time three equal six plu open bracket three time two plu one close bracket",0.816496580927726,-0.175610483820528,-0.154960019453277,4,3
"60772",3,2,3,2,2.5,"one thousand minus two hundred thirty nine equals seven hundred sixty one minus forty eight equals seven hundred thirteen minus three hundred fifty minus one hundred fifty minus one hundred fifty minus fifty equals thirteen","one thousand minu two hundr thirti nine equal seven hundr sixti one minu forti eight equal seven hundr thirteen minu three hundr fifti minu one hundr fifti minu one hundr fifti minu fifti equal thirteen",0.577350269189626,0.481624792260259,-0.745668687240757,1,1
"60820",2,1,1,1,1.25,"one plus one plus one plus one plus one plus one plus one plus one plus one plus one plus one plus one plus one plus one plus one plus one plus one plus one minus one minus one minus one minus one minus one minus one minus one plus one plus one","one plu one plu one plu one plu one plu one plu one plu one plu one plu one plu one plu one plu one plu one plu one plu one plu one plu one minu one minu one minu one minu one minu one minu one minu one plu one plu one",0.5,-1.16146339794171,-0.936729440525739,2,4
"60821",4,3,4,6,4.25,"once upon a time  there lived a little boy who had thirty nine pet birds . on a cold winters night  two thirds of them got hypothermia and died . how many little lorikeets did the boy have left ?","onc upon a time there live a littl boy who had thirti nine pet bird on a cold winter night two third of them got hypothermia and die how mani littl lorikeet did the boy have left",1.25830573921179,2.78194825854301,0.936340521247093,3,2
"60992",3,1,1,2,1.75,"twenty minus sixteen plus seven plus four minus two equals thirteen","twenti minu sixteen plu seven plu four minu two equal thirteen",0.957427107756338,-0.504228121860922,0.193148563733599,4,3
"61464",1,1,1,1,1,"i would just like to apologise for the previous activity . the "" write your own title "" i am very sorry    i meant it as a joke and my friend pressed enter before i could stop her it was too late . . . i ' m sorry","i would just like to apologis for the previou activ the write your own titl i am veri sorri i meant it as a joke and my friend press enter befor i could stop her it wa too late i m sorri",0,-1.4900810359821,-2.17176556442463,2,4
"61547",1,1,1,1,1,"become rich with a mint idea","becom rich with a mint idea",0,-1.4900810359821,-2.17176556442463,2,4
"61728",2,1,1,1,1.25,"five plus eight equals thirteen","five plu eight equal thirteen",0.5,-1.16146339794171,-0.936729440525739,2,4
"62128",3,1,2,2,2,"three open bracket two plus six close bracket minus eleven equals thirteen","three open bracket two plu six close bracket minu eleven equal thirteen",0.816496580927726,-0.175610483820528,-0.154960019453277,4,3
"62361",3,2,1,2,2,"five multiplied by twenty five minus ten minus five plus three","five multipli by twenti five minu ten minu five plu three",0.816496580927726,-0.175610483820528,-0.154960019453277,4,3
"62375",3,1,1,1,1.5,"thirteen plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus zero plus","thirteen plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu zero plu",1,-0.832845759901315,0.298306683373154,4,3
